,essay,error,message,frase
965,108,1,Comma separating Subject from predicate; ,"O novo governo no Brasil, vem realizando diferentes mudanças polemicas ."
966,108,1,Comma separating Subject from predicate; ,"A educação desta vez foi o alvo, a Secretaria da Educação tomou medidas provisórias no ensino médio; que as disciplinas de educação física e Artes serão facultativas."
967,108,0,,Professores e Alunos demonstram suas insatisfações diante desta decisão.
968,108,0,,"A disciplina de educação física é fundamental para o desenvolvimento de jovens, sendo que nesta idade a agem de maneira mais tímidos , a pratica de esporte fortalece a interação dos grupos entre eles."
969,108,0,,"Além de informar os cuidados com a saúde evitando doenças futuras, pode despertar o interesse profissional por esta área."
970,108,0,,"Em relação a disciplina de Artes é pura expressão de sentimentos, tendo contato com a música, instrumentos, pintura, teatro e outros."
971,108,0,,"Estimula um o desenvolvimento de liberdade de expressão, sensibilidade, um pensamento crítico diante da sociedade."
972,108,0,,Esta é a ligação de esperança para o futuro.
973,108,0,,Portanto as disciplinas de educação física e artes tem uma função de extrema importância para o desenvolvimento de crianças e jovens em uma sociedade.
974,108,0,,Espera se que o governo reavalie sua decisão referente a reforma da educação.
975,109,0,,"Houve muitas especulações e debates sobre a reforma do ensino médio brasileiro, muitos aprovaram, porém, houve desaprovações consideráveis, tanto que, a reforma foi suspensa."
976,109,1,Comma separating Subject from predicate; ,"Segundo o governo que estava implantando a mesma , o objetivo era seguir os padrões de ensino de países que estão com a educação de alta qualidade."
977,109,0,,"Porém, acredito que a solução dos problemas do nosso ensino, não estão na retirada das matérias, pois todas as que estão ali existem por motivos óbvios de aperfeiçoamento de habilidades, incentivo a outras, formação de caráter, raciocínio e de complementação ou introdução de conhecimento."
978,109,0,,"Como testemunha do ensino médio brasileiro, chego a conclusão de que a qualidade está no conteúdo, no programa que constituem a matéria, neste caso, em artes e educação física."
979,109,0,,"No entanto, artes costumava ser a leitura e a reprodução das obras mais famosas, mas, artes no meu ver, é música, dança, teatro, cinema."
980,109,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"E a educação física vai muito além de vôlei e futsal, são jogos de raciocínio, exercícios variados, anatomia humana, conhecimento dos benefícios do esporte e os cuidados necessários, além disso, as variações dos esportes ."
981,109,0,,"E nada tira a responsabilidade dos governantes, precisa-se de estrutura e suporte para a ""mágica"" acontecer."
982,109,0,,"Educação de qualidade é incentivo, suporte, rigor e vontade, não só dos alunos mas dos professores também."
983,109,0,,"Não vamos tirar o conhecimento dos alunos, vamos nos aprofundar mais, cada matéria ensinando o essencial para a formação de uma sociedade crítica e bem instruída."
984,110,0,,Qual a função principal delas nas escolas?
985,110,0,,O que faz elas terem o mesmo valor que as outras matérias para que seja obrigatório as mesmas ?
986,110,0,,"Ao entrar em discursão nesse assunto , tem-se que analisar não somente a permanência como matéria escolar, mas a forma como, elas são regidas no país, e de como ela se encaixa na vida do estudante em uma perspectiva."
987,110,0,,"Tanto a educação artística quanto à educação física, têm traços referidos a outras matérias ou posições sociais, como em artes possui referência da literatura, história e até mesmo da filosofia."
988,110,0,,A educação física tem traços medicinais e suas áreas em especifico através do lúdico e ao esporte.
989,110,1,Missing comma between the 'aposto'; ,"Ao trazer a reforma no ensino médio, o governo objetivou a melhoria do país através do reforço das matérias que são mais cobradas em concursos e ENEM, tendo como referência, países desenvolvidos, que tem as matérias em discursão como obrigatórias, na qual a metodologia de ensino nas escolas vai muito além de aulas teóricas, ou a fixação no futebol como única atividade exercida, realidade que é vivida pela maior parte dos estudantes brasileiros, em especial os da região Norte."
990,110,1,Missing comma between the 'aposto'; ,"A educação teria que ser igual ou no mínimo similar em todo o país, pois a realidade que os estudantes da região Sul têm, é contraditória a do Norte do país, apesar de não serem todas, mas a maioria delas têm a ""metodologia da mesmice"" tendo uma única atividade exercida ou presos na teoria, quando deveriam ter o conhecimento da importância da pratica dos exercícios físicos, o que vale para os mesmos assuntos de modalidade artística ao longo da vida escolar, sem uma perspectiva de aprofundamento da mesma."
991,110,0,,"Portanto, elas sendo opcionais, poderiam se encaixar como práticas de inclusão social, tendo a educação artística fora das salas de aula, e as atividades físicas através do esporte como práticas complementares."
992,110,0,,"Para tê-las como matérias obrigatórias, teria que melhorar as condições de ensino, para que seja adequada ao país como um todo, cobrando do governo investimentos na educação e em atividades sociais."
993,111,1,Comma separating Subject from predicate; ,"O ritmo de estudos acelerado, cada vez mais exigido pelas escolas e pelo mercado de trabalho não privilegia a saúde nem a criatividade dos alunos."
994,111,0,,"Eles que passam noites sem dormir dormir, à base de pó de guaraná, ou até mesmo remédios, não usufruem de tempo para realizar atividades físicas ou nutrir seus repertórios culturais."
995,111,0,,"A reforma no ensino médio do país, medida provisória tomada no governo de Michel Temer, decretava o fim da obrigatoriedade das matérias de Educação Física e de Artes."
996,111,0,,"Em resposta, manifestantes contra a reforma tomaram as ruas de São Paulo e conseguiram que a medida fosse suspensa."
997,111,0,,O ato demonstra como a educação brasileira esta preocupada em produzir trabalhadores e não desenvolver indivíduos capazes de criticar e conviver com outros indivíduos.
998,111,0,,Mais da metade dos jovens do mundo pratica menos que o recomendado de cinco horas por semana de atividade física.
999,111,1,Comma separating Subject from predicate; ,"Se não fosse as já escassas aulas de educação física, os vestibulandos se perderiam em meio ao estresse e tensão que são colocados sobre eles."
1000,111,1,Comma separating Subject from predicate; ,"Essa disciplina, além de ser importante para a saúde, evitando doenças como diabetes e obesidade, também auxilia o aluno a trabalhar em equipe, a perder e ganhar, preparando-o para a vida adulta."
1001,111,1,Comma separating Subject from predicate; ,"Assim como a educação física, a matéria de artes é também fundamental para o desenvolvimento dos estudantes de ensino médio, incentivando o pensamento crítico e a autenticidade, aumentando seus repertórios culturais, conhecendo pintores como Ana Malfatti, figura importante para a história brasileira."
1002,111,1,Comma separating Subject from predicate; ,"Tanto a educação física quanto as artes são matérias em que o aprendizado ocorre de maneira mais artesanal e prática, mas nem por isso é menos essencial."
1003,111,0,,"Dando privilégio a quantidade de tempo que os alunos passam nas escolas, mas não na à qualidade do ensino, o governo deve inverter essa situação, consultando educadores das diversas disciplinas, médicos e os próprios estudantes, buscando um ensino que forme com saúde, não apenas profissionais, mas cidadãos."
1004,111,0,,"Cabe também à população continuar exigindo atenção para os caminhos que a educação brasileira vem tomando, organizando protestos contra reformas como essa."
1005,111,1,Missing comma between the 'aposto'; ,"Educação física e artes são matérias que auxiliam no crescimento moral e cultural dos indivíduos, o que faz com que elas tenham mesmo nível de importância das outras matérias."
1006,112,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"No que se refere á exclusão de disciplinas Educação Física e Artes, é possível afirmar que essas matérias são essenciais para o desenvolvimento do ser humano, não só em termos de cultura, lazer, entretenimento, mas também na vida estudantil do aluno."
1007,112,1,Comma separating Subject from predicate; ,"A exclusão dessas disciplinas da grade curricular dos estudos conforme o novo ensino médio proposto pelo atual governo, é possível destacar tanto aspectos positivos e negativos."
1008,112,0,,"Se por um lado os alunos optam se estudam ou não as matérias que não estão mais obrigadas, por outro, a carga horária de estudos dobrará mas sem a obrigatoriedade de ser ensinadas."
1009,112,0,,"Tendo em vista que, nos tempos atuais a maioria de jovens e adultos utilizam o seu tempo não apenas praticando atividades e exercícios físicos como também se expressam através de meios artísticos, ou seja, suprimem a chance de aprender cada vez mais de modo que as outras matérias oferecem."
1010,112,0,,"O atual governo, portanto, deveria manter as disciplinas Educação Física e Artes no currículo de estudos do ensino médio, porque dessa forma os estudantes que não possuem uma chance para desenvolverem suas habilidades e talentos, ganham uma oportunidade não só de aprenderem de uma forma diferente, dinâmica, como também testarem seus conhecimentos com um grupo ou com a própria sociedade."
1011,113,0,,"Foi, recentemente, anunciada a proposta de que as disciplinas de artes e educação física deixariam de serem obrigatórias, ou seja, a escola poderia decidir se continuaria ou simplesmente deixaria as mesmas de lado."
1012,113,0,,Isso seria mesmo uma boa ideia?
1013,113,0,,Sabe-se que grande parte da população brasileira está acima do peso considerado ideal.
1014,113,0,,"Isso se dá devido à alimentação que não é saudável e por não praticar exercícios regularmente, conforme é recomendado."
1015,113,0,,"Muitos jovens praticam exercícios somente na escola, portanto, extinguir a mesma tornará a qualidade de vida dos mesmos ainda pior."
1016,113,0,,"Assim como, artes é uma disciplina que é reconhecida por sua criatividade e expressividade, tanto que as atividades artísticas costumam expressar os sentimentos de cada um."
1017,113,0,,Vale ressaltar como tal opcionalidade prejudicará quem pretende seguir alguma profissão relacionada a estas .
1018,113,1,Comma separating Subject from predicate; ,"Pois, para quem terá, por exemplo, desenhos ou atividades físicas como base de sua profissão, deixarão de adquirir os conhecimentos básicos que eram passados para os jovens no ensino médio."
1019,113,0,,É negativo também ao auxiliar os estudantes na escolha de sua profissão e curso superior.
1020,113,0,,"Isso ocorre, pois, ao não praticarem estas atividades deixarão de ter um conhecimento do que as mesmas exigem e proporcionam para saberem se pretendem tê-las em sua formação futura."
1021,113,0,,"A educação no Brasil é muito precária, mas isso se deve a outros fatores como: falta de investimento nos profissionais, escolas em péssimas condições, entre outros."
1022,113,0,,Já a opcionalidade de algumas matérias que são de extrema importância não fará com que os índices melhorem.
1023,113,0,,"Portanto, vale mais um investimento para a melhoria do que já se tem."
1024,114,1,Comma separating Subject from predicate; ,"A retirada das matérias de educação física e artes como obrigatória no ensino médio, como proposto pelo governo vêm causando debates na sociedade."
1025,114,0,,Será se esse acontecimento causaria um problema na educação brasileira?
1026,114,0,,A formação de um cidadão se dá por meio de experiências durante a aprendizagem.
1027,114,0,,A educação física e a artes exemplifica bem esta essa situação.
1028,114,1,Comma separating Subject from predicate; ,"Essa por meio da socialização, saber lidar com a vitoria e a derrota, a ser persistente, entre outros fatores."
1029,114,1,Missing comma between the 'aposto'; ,"Esta por meio da incentivação a imaginação, um olhar mais complexo e crítico do mundo em sua volta."
1030,114,0,,"Também é importante ressaltar que o esporte ajuda a manter uma vida saudável, ajudando a prevenir doenças como obesidade, diabetes e problemas cardíacos, etc."
1031,114,0,,Um problema que atinge grande parte da população brasileira atualmente.
1032,114,1,Missing comma between the 'aposto'; ,"o estudo da artes libera uma maior inspiração para criar pensamentos, o que ajuda o estudante se tornar mais inteligente em diversas matérias."
1033,114,0,,Fica claro que as disciplinas de educação física e artes ainda devem continuar obrigatórias pois são essenciais na formação do aluno.
1034,114,0,,"A conscientização da família sobre os benefícios que elas podem trazer são de extrema relevância, porque estariam ajudando a apoiar essas disciplinas."
1035,115,0,,"Haja vista as diversas áreas da educação atual, se perpetua elevada sobranceria quanto a matérias como: Artes e Educação Física."
1036,115,1,Comma separating Subject from predicate; ,"Em virtude da abstenção de se compreender o real valor e sentido dessas matérias, alimenta-se o indômito ideal de inferioridade das mesmas quanto ás demais matérias."
1037,115,0,,"Quiçá, por não serem matérias base como: português e matemática, sua importância nem sempre é ""colocada em pauta""."
1038,115,0,,Todavia a má qualidade no ensino nas escolas é combustível de preconceito para com essas matérias.
1039,115,0,,"A saber, artes detém um gigantesco histórico cultural, além disso foi uma das primeiras manifestações do homem pré-histórico."
1040,115,0,,"Educação Física instiga o prazer ao esporte e ao exercício físico, que são combatentes diretos da obesidade infantil."
1041,115,0,,"Destarte, o incentivo a arte e a educação física é de responsabilidade do governo e das escolas."
1042,115,0,,"Campeonatos de artes e de educação física, além do uso de uma didática mais influente e composta resultam em um estudo mais prazeroso, mais produtivo e acima de tudo que conscientize da importância dessas matérias como integrantes da grade de ensino nas escolas."
1043,116,0,,Dedicar-se a exercícios físicos e participar de um projeto cultural são atividades extremamente essenciais para o desenvolvimento humano.
1044,116,0,,"Escola não é só ficar dentro da sala de aula copiando matéria e sim, participar de atividades mais recreativas como a educação física e a aula de arte."
1045,116,0,,Ter resistência física é algo importantíssimo que precisamos ter em nossa vida.
1046,116,0,,"Além de nos ajudar na saúde física, nos ajuda também na saúde mental."
1047,116,0,,"Um momento de esporte pode ser um momento de alegria, um lugar onde podemos nos distrair um pouco do mundo lá fora e viver aquela maravilha dentro da quadra."
1048,116,0,,"Saber a cultura do nosso país, desenvolver mais conhecimentos à poetas, pintores, escritores, musicistas é uma coisa bonita de se ver."
1049,116,0,,"Todo mundo admira aquela pessoa que cita versos de Fernando Pessoa, que sabe argumentar sobre determinada pintura de Picasso, que recita todas as letras das músicas de Caetano Veloso e, tudo isso vem da Arte ."
1050,116,0,,Vem da cultura.
1051,116,0,,"Ter esportes e culturas incluídos na grade escolar, é indispensável."
1052,116,0,,"As pessoas têm que entender que educação física não é brincadeira, ela ajuda nossa saúde, podendo até ajudar pessoas com doenças cardiovasculares, por exemplo ."
1053,116,1,Comma separating Subject from predicate; ,"E a Arte,  não ensina somente pintura e desenho, ela nos devolve a cultura que um dia possa ter sido perdida nesse mundo, ela nos faz enxergá-lo de outra forma."
1054,116,0,,"É imprescindível que, diante de todos esses conhecimentos e argumentos expostos acima seja algo que realmente encare as pessoas com uma visão de mundo mais aberto a conhecimentos à educação."
1055,116,0,,Arte e educação física não são brincadeiras.
1056,116,0,,São coisas que têm que ser muito bem encaradas para que sejam feitas da forma correta.
1057,117,0,,"Ao longo dos séculos o modo de como se deve ensinar uma pessoa muda, se enquadrando no contexto da época."
1058,117,0,,Na atual situação brasileira tais transformações se mostram necessárias devido ao rendimento abaixo do esperado dos alunos.
1059,117,1,Missing comma between the 'aposto'; ,"Porém, a reforma proposta pretendia tornar opcionais duas matérias essenciais ao ser, a educação física e a artes."
1060,117,0,,A não obrigatoriedade dessas duas competências acabaria por levá-las à extinção a longo prazo visto que um aluno optará por deixar o recinto escolar o quanto antes puder.
1061,117,0,,"No ensino fundamental ainda há uma pressão por parte da mãe para que este fique na escola e faça as matérias, entretanto tal prática aplicada no ensino médio não ocorrerá pois,  os alunos têm mais dependência sobre suas próprias vidas, além de obrigatoriedades externas à escola, como trabalho, ou seja, quando for necessário escolher, não só essas duas matérias ficaram em segundo plano, mas também a escola como um todo."
1062,117,0,,Além disso essas são matérias fundamentais ao ser.
1063,117,0,,"A educação física ajuda contra problemas como a obesidade, ademais ela ainda proporciona aos jovens um novo caminho."
1064,117,0,,"Por exemplo, nas olimpíadas diversos atletas conheceram seus respectivos esportes através das aulas nas escolas."
1065,117,0,,"Já a artes incentiva a criatividade, deixando o indivíduo não só mais inteligente mas também mais humano."
1066,117,0,,"Portanto, a reforma do ensino é necessária, todavia não se pode excluir a educação física e a artes, pelo contrário, elas devem ser priorizadas tanto quanto as outras matérias."
1067,117,0,,Aulas mais longas e programas como o Escola da Família são exemplos de como melhorar a educação sem desumanizá-la.
1068,118,0,,Atividades físicas e muito mais do que podemos fazer com o nosso corpo.
1069,118,0,,"E cuidar da saúde mas também se prevenir de doenças como diabetes, cardiacas, pressao alta e muitas outras causadas pelo excesso de peso."
1070,118,0,,É pensando no bem de nossas crianças e adolescentes que temos que falar sobre essa matéria que apesar de não ser cobrada pelos órgãos públicos temos o direito de querer fazer do nosso corpo um bem preciosos para a nossa saúde mente e coração.
1071,118,0,,"Por isso que nosso corpo tem que estar em movimento seja pulando, correndo, andando nadando ou dançado , como vc preferir não importa o importante é estar saudável e sentir se bem então pense no bem estar que uma atividade física trás pra vc ."
1072,118,0,,É isso e pratique esporte porque ele salva vidas.
1073,119,1,Comma separating Subject from predicate; ,"As pessoas da geração 2000 em diante, tem sido chamados de Geração Eu por sempre estarem exigindo elogios e se elevando."
1074,119,0,,Sendo assim pessoas com muita autoestima podem se tornam egoístas.
1075,119,1,Missing comma between the 'aposto'; ,"Jean Twenge, escritora do livro ''Geração Eu'', afirma que Narcisismo leva ao excesso de confiança ou seja a pessoa cria muitas ilusões e muitas vezes se decepciona e isso é fruto do mimo que recebem dos pais."
1076,119,0,,"Uma jornalista aposentada revela que quando você não permite que seu filho seja independente, ele sempre estará contando com você para alguma coisa."
1077,119,0,,Se você cria seu filho dando tudo que quiser provavelmente não saberá viver sem você.
1078,119,0,,"Keith Campbell, psicólogo da Universidade da Geórgia, também fala que os pais estão tratando os filhos como pessoas da realeza, estão sempre querendo ser os melhores e se acham superiores."
1079,119,0,,Muitas vezes não assumem os erros e reclamam quando as pessoas não reconhecem seu valor.
1080,119,0,,"Conclui-se, portanto, que os pais devem sempre educar bem seus filhos e dar não muito mais que o necessário, pois eles podem entrar na Geração Eu e se tornarem dependentes."
1081,120,0,,É cada vez maior o número de jovens que apresentam o fenômeno narcisismo.
1082,120,0,,Fenômeno esse que traz aos jovens uma sensação irrealista achando que são melhores que os outros naquilo que fazem.
1083,120,0,,"Isso, principalmente, acontece porque os pais querem criar seus filhos de uma maneira protecionista ."
1084,120,0,,"É nescessário ter esse cuidado, mas os filhos na medida que vão crescendo precisão descobrir coisas e como elas funcionam."
1085,120,0,,"Todo filho precisa de amor de seus pais, porém estes tem que ensinar e preparar sua prole para o futuro."
1086,120,1,Missing comma between the 'aposto'; ,"Segundo, Mahatma Gandhi: ""Um pai sábio deixa que os filhos cometam erros. É bom que, de quando em quando, queimem os dedos""."
1087,120,0,,"Logo,os pais tem que saber as horas de dar carinho e de repreensão aos seus filhos."
1088,120,0,,"Também, os pais tem que ser moderados em relação a sua prole não privando-a de liberdade."
1089,120,0,,"Alguns pais criam seus filhos de uma forma autoritária, ás vezes, não os deixando-os brincar na rua, isso infelizmente, é ruim, pois a melhor forma de aprender é brincando."
1090,120,0,,O ideal é orientar ao filho o que existe bom e também o que existe de ruim fora de seu lar.
1091,120,0,,"Portanto, a melhor forma de diminuir o fenômeno narcisismo é que os pais parem de criar seus filhos como se estes estivessem em um ""conto de fadas""."
1092,120,0,,"Se as crianças continuarem nesse ""conto de fadas"", quando elas crescerem tornaram-se adultas com dificuldades para se adaptar à vida em sociedade."
1093,121,1,Missing comma between the 'aposto'; ,"A civilização mundial vive em constante mudança em seu modo de agir e pensar, a exemplo diferentes correntes, uma delas o nazismo, sociedade que se achava superior às outras não admitindo o erro, com uma linha de pensamento não muito diferente, hoje surgiu o narcisismo com seu excesso de confiança."
1094,121,1,Missing comma between the 'aposto'; ,"Como defendido pelo filósofo Freud a psique humana é dividida em ego, id é super ego , sendo os narcisistas não possuidores do super ego , pois tende ao excesso de confiança é certeza do seu ato, porém isto é consequência da educação mimada recebida na infância."
1095,121,1,Missing comma between the 'aposto'; ,"Porém o mundo real é diferente do construído em sua psique, sendo constituído de contradições e dificuldades, o que consequentemente gera o problema de adaptação em sociedade."
1096,121,1,Missing comma between the 'aposto'; ,"Segundo o filósofo Kant ""o ser humano é aquilo que a educação faz dele"", sendo desde a infância, a família e escola métodos de instrumento de prevenção do narcisismo, educando para o mundo real, mostrando que errar é humano, e usar do erro para melhorar a si próprio, estando melhor adaptado a viver em sociedade."
1097,122,0,,"Ao analisar o tema ""eu me acho"", vê-se que é um tema bastante recorrente na sociedade brasileira atual."
1098,122,0,,"Apesar de não me considerar parte dessa realidade analisar alguns pontos e procurar melhoras se faz necessário, somos todos partes de uma sociedade e para viver bem nela precisamos aceitar críticas e aprender com elas, fecha-se e considera-se superior a todos é resquícios de uma infância cheia de privilégios que nem sempre condiz com a realidade adulta."
1099,122,1,Missing comma between the 'aposto'; ,"Pessoas dotadas de autossuficiência não aceitam opiniões que divergem com as suas porque foram encorajadas e tratadas para agirem dessa maneira, o que as tornam arrogantes e sem perspectiva de melhoras por  não saber que precisam de ajuda, tratam as outras pessoas como inferiores e se julgam melhores em tudo."
1100,122,0,,Todos esses comportamentos é reflexo de uma criação errônea que infla o ego da criança ao ponto dela sentir-se mais importante e desconjunta do seu meio.
1101,122,0,,"Contudo, o problema está longe se ser solucionado, pais e professores que mostram sua preferencia por um de seus filhos e alunos acostumam a criança a acha-se mais importante, e assim nas fases posteriores da vida também querem essa preferencia , e isso faz com que uma simples vaga de emprego a qual ele não foi selecionado o deixe frustrado."
1102,122,0,,Proporcionar uma vida de carinho e amor aos seus filhos é diferente de proporcionar uma vida cheia de privilégios aos quais ele não conseguir se desvencilhar quando adulto .
1103,122,0,,"Portanto medidas são necessárias para resolver o impasse, a conscientização de todos é imprescindível e aliado com ela também poderiam ser criadas campanhas realizadas pelas escolas, com psicólogos que pudessem orientar os pais e acompanhar o desenvolvimento dos filhos que são os mais prejudicados com o problema."
1104,122,1,Missing comma between the 'aposto'; ,"""Eduquem as crianças e não será necessário castigar os homens"" \- pitágoras ."
1105,123,0,,"A superproteção dada pelos pais aos seus pequenos filhos causa alguns transtornos no desenvolvimento psicológico e social das crianças, um deles é o narcisismo o qual o indivíduo demonstra um excesso de amor maior por si próprio."
1106,123,0,,"O instinto protetivo dos pais eleva a frequência deste transtorno psicológico, onde muitos jovens demonstram arrogância em seu comportamento, expressam uma percepção distorcida da realidade que envolve seu meio social e alimenta o seu ego com expectativas exageradas sobre ele mesmo ."
1107,123,0,,"Saber desenvolver um comportamento onde o futuro jovem poderá passar por frustrações, alegrias e outros fatores negativos ou positivos, é fundamental para evitar esse tipo de atitude egocêntrica."
1108,123,0,,"Portanto, moldar essa superproteção paterna é fundamental para que as crianças se tornem jovens com uma maior percepção dele e de um posicionamento mais moderado quanto ao seu ""eu"" e a empáfia em torno da situação enfrentada."
1109,124,0,,"Em filmes, séries, e novelas, há sempre algum personagem que se ama incondicionalmente, na vida não é diferente, jovens são estimulados a criarem um ego maior que eles, desaprendendo, assim, a viver em sociedade."
1110,124,1,Comma separating Subject from predicate; ,"A mídia, é uma das responsáveis por boa parte de tudo o que os jovens/adultos passam a seguir, seja ela pro bem ou pro mal."
1111,124,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Os pais, também estão entre os que alimentam o super ego do individuo , e ele por sua vez, passa a ter uma imagem de si mesmo como superior a tudo e todos, o que acaba se tornando um grande problema social."
1112,124,1,Comma separating Subject from predicate; ,"Jovens que fazem parte dessa ""epidemia do amor próprio"", geralmente costumam ser comunicativos e bastante vaidosos, e acreditam na ideia de que o mundo gira apenas em torno deles mesmos, quando na verdade, tudo isso pode ser muito prejudicial para o mesmo, levando a rejeição de todos os que o cercam."
1113,124,0,,"Portanto, medidas são necessárias para resolver o impasse, bom seria, se a mesma mídia que influencia para coisas superficiais, influenciasse para um alerta, e que escolas por sua vez, promovessem palestras e campanhas, afim de mostrar que todos somos iguais em direitos e dignidade."
1114,125,1,Missing comma between the 'aposto'; ,"O iluminismo, movimento intelectual que surgiu no século XVIII, fez o ser humano ter uma visão diferenciada de si mesmo, reconhecendo suas habilidades e fraquezas."
1115,125,0,,"Este autoconhecimento se fortificou com o passar dos anos, tornando a sociedade mais autoconfiante."
1116,125,0,,"Por conseguinte, nos tempos atuais surge uma nova concepção por parte dos adultos e idosos, quanto aos adolescentes e jovens atuais que são considerados arrogantes e confiantes demais."
1117,125,0,,"Diversos motivos são apresentados para a geração mais nova ter obtido tanta confiança em si, como por exemplo o mimo dos pais e as diversas oportunidades que os jovens e adolescentes possuem para ampliar o conhecimento, diferente do que era disponível à geração anterior."
1118,125,0,,"Essa forma de se ver melhor do que os outros acaba por gerar problemas aos mais novos, como por exemplo sentir que seus talentos não estão sendo devidamente reconhecidos."
1119,125,0,,"Estudos recentes comprovam que os adolescentes e jovens atuais realmente se sentem melhores do que as pessoas mais velhas, entretanto percebe-se que há um conflito de gerações."
1120,125,0,,É célebre que a tecnologia mais avançada e a maior disponibilidade de universidades e escolas fizeram a geração mais nova obter conhecimentos mais rapidamente.
1121,125,0,,"Se compararmos em termos intelectuais a população mundial atual, com a de pessoas da idade média , veremos que há uma grande diferença de conhecimento."
1122,125,0,,"É notável a arrogância da geração mais nova, porém é perceptível o descontentamento das pessoas mais velhas em aceitar que os jovens e adolescentes estão aprendendo mais rapidamente."
1123,126,0,,Um traço comum no ser humano ou em outros tipos de animais é a proteção e a valorização de suas proles para que estes tenham um futuro promissor.
1124,126,0,,"Porém, tal ato se feito de maneira demasiada pode desencadear uma personalidade com caráter narcisista, levando o indivíduo a ter problemas futuros, como a incapacidade de socialização."
1125,126,0,,Boa parte da culpa de uma pessoa ser narcisista é dos próprios pais.
1126,126,1,Comma separating Subject from predicate; ,"O estilo de vida da família e a educação exercida sobre a criança, são aspectos que moldam a mentalidade do mesmo, e que conforme for crescendo, manterá estes traços."
1127,126,0,,"Normalmente crianças muito novas são mais narcisistas, pois não entendem que elas não são as únicas no mundo."
1128,126,0,,"Entretanto, quando sua capacidade de compreenssão estiver aprimorada este comportamento deve ser gradualmente retirado pelos pais."
1129,126,0,,"Caso isso não seja feito a criança tornará-se uma pessoa com o ego inflado, achando-se superior às outras."
1130,126,0,,"Esta pensamento impossibilitará ela de ter uma vida socialmente agradável com pessoas que não sejam os familiares, porque na mente de tal ser ele estará um degrau acima transformando-o em uma pessoa exclusiva."
1131,126,0,,"O problema pode se agravar ainda mais se partimos da ideia de que esta pessoa possa se sentir maior do que a lei, abrindo assim margem para até mesmo crimes."
1132,126,0,,"Portanto, fica evidente que o narcisismo é um problema social e deve ser combatido."
1133,126,0,,"Para tal , é fundamental a educação no âmbito escolar e familiar, direcionando as crianças ao pensamento de que elas não estão sozinhas no mundo."
1134,127,0,,"A mitologia Grega conta á história de Narciso Narciso, um belo rapaz que despertava o amor das jovens gregas e ninfas, entretanto ele as desprezava-as,  tratando-as com indiferença."
1135,127,0,,"Narciso se depara a um lago e, ao ver sua imagem refletida na água, se joga para unir-se aquele por quem se apaixona, ele prórpio ."
1136,127,1,Comma separating Subject from predicate; ,"Esse amor doentio da origem ao transtorno de personalidade narcisista, a pessoa que sofre dessa condição se acha de suprema importância e tem a necessidade de se sentir superior a tudo e a todos a sua volta."
1137,127,0,,"A pessoas que a rodeiam nada mais são do que espelhos para refletir sua própria imagem, no momento em que são confrontadas elas desenvolvem a auto defesa que conciste em exautar a sua própria imagem por medo de se sentir inferior."
1138,127,0,,"É necessario uma triologia para dar forma a prática narcisista que conciste em imagem, indentificação e investimento."
1139,127,0,,A imagem tem base na apresentação dela mesma perante aos outros.
1140,127,1,Missing comma between the 'aposto'; ,"Indentificação, tanto uma pessoa que se acha extraordinária e uma que se sente inferior a tudo, ambas contemplam uma prática narcisista, pois tudo o que ela faz é viver diante de si próprio."
1141,127,0,,"O ultimo pilar é o investimento o praticante investi toda sua energia para manter essa imagem e nada mais importa ele passa a se comportar como um ""cavalo com viseira"" que não consegue enxergar nada a sua volta."
1142,127,0,,"Não sabe-se ainda um medicamento usado para o transtorno, porém existe"
1143,128,0,,"Em qualquer lugar é possível encontrar pessoas que fazem parte da turma do ""eu me acho""."
1144,128,0,,"Não raro, elas fazem parte da nossa família e do nosso cotidiano."
1145,128,0,,Basta um olhar minucioso para conseguir identificar algum indivíduo que faça parte desse grupo.
1146,128,0,,"Eles se reúnem em lugares comuns como praças e parques, e só dão atenção a si mesmo – algo que eu jamais faria."
1147,128,0,,"Se consideram autossuficientes, e por esse motivo criam o chamado isolamento social."
1148,128,0,,"Isso acontece por diversos motivos, os principais são: riqueza (se consideram superior por possuírem bens aquisitivos ), tratamento especial exagerado por parte da família (faz com que o indivíduo pense que deve ser tratado da mesma forma em qualquer lugar), e até por serem considerados pessoas de boa aparência física (com isso o ego delas faz com que se sintam ainda mais especiais)."
1149,128,0,,Ao analisar essas características fica claro que não me encaixo nesses padrões.
1150,128,0,,O resultado disso aparece nitidamente na fase adulta.
1151,128,0,,"Quando precisam se distanciar da família, conseguir um emprego e serem responsáveis por si mesmo ."
1152,128,1,Comma separating Subject from predicate; ,"Como esse grupo foi ""amaciado"" a vida toda, terão dificuldades de aceitar críticas, precisarão de muito tempo para se adaptar na sociedade, vão vai se frustrar com o mundo por isso, e poderão até desenvolver uma depressão por conta de tantos problemas e por seu psicológico não estar preparado pra esse tipo de resposta do mundo."
1153,128,0,,"Portando , é evidente pra mim que não faço parte desse grupo, pois acredito que não faz sentido se isolar das pessoas que eles consideram ""diferentes"", porque é com os ""diferentes"" que conseguimos aprender coisas novas, aprimorar nossos conhecimentos e, assim, nos tornar pessoas melhores"
